overture_id	name	category	literal_head (ef6c9b9)	venue_rule
beb13e75-70d0-4d75-a5fa-6b4478b5b62b	Design com Primor	office_equipment	promoted:store/office_equipment (category: office_equipment)	promoted:store/beauty (brand: store/beauty)
5e624ce8-87c8-437f-97ab-0911a8c762bb	Desportos Aquáticos Decathlon Algarve	sporting_goods	promoted:store/sports (category: sporting_goods)	promoted:store/bicycle+sports (brand: store/bicycle+sports)
49bf0a5e-eb6d-4bcc-9d22-7a5f871eebc3	Elvas Lanidor		pending:	promoted:store/clothing (brand: store/clothing)
7d450bf1-41a3-4852-9bea-fa672a860559	FAtech.com/CHIP7	computer_store	promoted:store/electronics (category: computer_store)	promoted:store/electronics (brand: store/electronics)
c9a09e82-969f-4d34-93d4-ba03ca8579b2	Foz Sistemas - Chip7 Figueira da Foz	computer_store	promoted:store/electronics (category: computer_store)	promoted:store/electronics (brand: store/electronics)
d5636b87-b6d4-4f18-a5af-45be617cc334	Funny Shop Jeans Tiffosi	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
feac265d-db8b-489f-9cbf-671a344ada93	Galerias Primor	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/beauty (brand: store/beauty)
42420d39-2b86-4341-9b05-2e3b053ff48f	Giciane Pinheiro - Consultora O Boticário Estremoz	cosmetic_and_beauty_supplies	promoted:store/beauty (category: cosmetic_and_beauty_supplies)	promoted:store/beauty (brand: store/beauty)
51d0a05d-1e0b-4b35-87a2-8cd2612f7fd9	IntiQuilla Rituals	candle_store	promoted:store/home (category: candle_store)	promoted:store/beauty (brand: store/beauty)
f3a8275b-1fbd-4aac-8424-562fc8fa1be5	iTec Consulting (Chip7 Lamego)	computer_store	promoted:store/electronics (category: computer_store)	promoted:store/electronics (brand: store/electronics)
ac7b2bb5-1f17-4d46-a9be-45070f4adf29	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
34f70553-8eec-483b-9d9a-83a9d20a826d	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
a3d71bd7-b55b-45ea-8759-5a197d3e6007	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
06d06d28-42c9-4341-9e6a-7af2e7ab5ac9	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
40361d01-15ab-4531-bbdc-523c982b90c2	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
1d4b19a7-e58c-4451-9870-0a53ed475a5b	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
e7655f56-36f4-46d3-b005-0a31063e8e87	IUMAN Intimissimi Uomo	lingerie_store	promoted:store/lingerie (category: lingerie_store)	promoted:store/clothing (brand: store/clothing)
f57087e1-8c1f-4128-a784-bd4292124e34	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
5fce4384-3eb5-467a-bc3a-241ba55f0c9e	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
0178e634-ac29-4819-a92d-656c6649cf95	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
f5cf0555-530c-4bbf-8d26-a2e36327a534	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
1bc967bc-fd48-4d69-8a2c-c3b5ca771973	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
b81397e0-84e9-4e14-8798-29efc9077047	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
62d4a4a5-7cdf-49eb-bb3f-4eead9f5d3d8	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
051bd8d5-220a-450b-9aa0-5efd9e643559	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
68505e8b-50a9-418e-8163-9082ae93531f	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
caedb459-7b31-4948-82dd-e9f29214a5db	IUMAN Intimissimi Uomo	clothing_store	promoted:store/clothing (category: clothing_store)	promoted:store/clothing (brand: store/clothing)
bc1b042b-318e-437b-95f5-d5f66d85737e	LA Outlet by Lanidor	womens_clothing_store	promoted:store/womens_clothing (category: womens_clothing_store)	promoted:store/clothing (brand: store/clothing)
86dcb839-c222-4cc1-9957-dbb02bc1dbb6	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
70eff759-d846-4c78-97ba-3702311dfe4f	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
ee209dd9-28eb-4e04-b88e-04aec8e0de6a	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
ac4fe382-33ea-41c0-84cd-761d09bb3d0a	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
c8706d58-154b-4a0b-8f09-e4ec3e8163da	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
c8ca938e-bb40-4eda-961f-7e1c1c5ad302	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
238a9339-944c-4e59-907c-7a1338250337	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
b38b9c6d-db8f-4789-8a50-c70d65542d3c	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
a0322884-5e97-4dca-92a1-0f252b1f2aa6	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
041fdfd4-9b20-40f7-bdaa-01359ca00b6a	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
ba96267d-d7c3-423f-8559-bcb16ab78fd9	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
e30fc12a-823f-406d-8739-ad1906126850	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
f2846a5c-e470-434e-8ddb-bd59f8910982	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
bee22df5-b0c5-4c6a-821e-e725e82dfbf1	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
34ce13d4-f492-42b0-902d-5720e779127f	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
a8c11c99-a3c8-4835-9745-516243a55842	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
871f8ec0-c96b-471e-bcfd-c07c225e579e	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
531d47c4-c579-44b0-a253-c52b6e272223	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
590db7ee-6b7c-47fc-bac3-1bc4b7db4690	Livraria Bertrand	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
380c7691-eea5-402a-802e-b711f8bd818b	Livraria Bertrand Saldanha Residence	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
6aedfe57-1fb6-488e-a601-9873895c1075	Livraria Bertrand, Forum Montijo	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
0f2fd417-fd9d-4f0b-9973-aa33237d3040	Livraria Bertrand-Sociedade de Comércio Livreiro S.A.	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
dcb2f304-d992-42b0-b758-6ae5606abd90	Livraria Bertrand-Sociedade de Comércio Livreiro S.A.	bookstore	promoted:store/books (category: bookstore)	promoted:store/books (brand: store/books)
1b3d7b70-dff0-478d-817a-e30aecc88d3d	Loja do Gato Preto	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/home (brand: store/home)
84b7613d-2481-4180-a4fe-c2eddb36ad2a	Loja do Gato Preto	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/home (brand: store/home)
fd229544-2586-47a6-bc99-ddb3b84fb30b	Loja do Gato Preto	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/home (brand: store/home)
b8fb920e-503c-43cc-a697-25dd3e65bbd5	Loja do Gato Preto	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/home (brand: store/home)
37444a8f-9e14-4c6c-b570-f48a309dab87	Loja Gato Preto	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/home (brand: store/home)
b6a6d065-f9bb-4fe9-ba96-40042528a4c6	Loja Gato Preto	furniture_store	promoted:store/furniture (category: furniture_store)	promoted:store/home (brand: store/home)
c11b385a-23eb-4ec2-9193-da811d930aa2	Loja havaianas Portimão	fashion_accessories_store	promoted:store/fashion_accessories (category: fashion_accessories_store)	promoted:store/shoes (brand: store/shoes)
5e751027-698d-47cd-a692-5847fdaed0e3	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
8b612c3a-b871-4e04-862b-57dbc7982995	Loja MEO	mobile_phone_store	promoted:store/phone_repair/phone (category: mobile_phone_store)	promoted:store/phone_repair/phone (brand: store/phone)
9628877e-981c-49f3-b6e5-b473551dd22e	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
025fd1db-99f4-447b-b4c0-55d19114599c	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
02eca868-d78b-46b9-9622-3effc342e1cf	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
244d4a1a-db81-426c-85af-90b0bf904340	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
550afe75-b0ce-4f73-9238-47abfe589285	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
54d2cfc4-8a24-4e31-9c4f-285809ca4cbf	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
5992f1f2-a57c-4151-b680-a25638e96d0b	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
3ec754f2-43ff-4c67-9486-a19bc7283a45	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
ea0a7474-a0f8-41e3-b06e-8e85adda8fed	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
d4f252af-10fc-4495-93d5-6595a401e1b5	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
97c7332b-24c2-4ba2-a9f6-6fedab80c6c5	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
3e80e53f-f23c-4685-a198-1e7b14ad93c5	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
204f43be-c364-4da0-8ea4-a4ba12f6aa35	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
cc89754b-d34b-468e-a753-e94943215503	Loja MEO	mobile_phone_store	promoted:store/phone_repair/phone (category: mobile_phone_store)	promoted:store/phone_repair/phone (brand: store/phone)
b20373f5-ddd4-4b1d-b1f2-9ca8c3eaaf16	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
a700695f-b43a-4ee7-b8fc-17f1fdd585b2	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
891db2ef-4ac2-436d-b95e-6e1ef6b61fc4	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
309c3420-9eaf-459f-9669-b76036dd3c90	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
bd4dad10-022c-4345-a8a0-e9eb00a1ce9f	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
1ba1f645-bc6c-4f12-9f5f-495d05ae79f2	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
7f049d4d-6510-43a8-8446-1930a4368d4c	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
029bda85-f79f-4d7e-9b20-85c34332333e	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
188a6262-e5b0-48b4-9eca-e37b7dc06353	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
1e5dc665-371c-4bca-b7de-8f2ca9f2166b	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
bebf1719-e1bc-4d07-a6cc-e679fbe38d2e	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
e8c073bd-03a5-49aa-a985-d42dadada42e	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
44ec900b-2995-4a38-8de6-82130c2cd86e	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
244d77a6-ac1b-40d7-9bd8-0c6a5c61b648	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
107f5b96-a5d4-4983-b834-82214096098a	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
e5344431-a998-43a1-b9ad-1df2ccd8bae4	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
817c8a72-2adf-4f7d-ba27-9d209c706a2a	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
84a7d10d-c78b-465d-adbd-fa169dc8cc06	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
d3e5c645-3a79-4433-8328-1f9017c093ec	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
5de4f9b9-39f2-4333-a57c-08bd8998ece3	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b720a3e7-c524-4fff-8ddc-9976c5fff30d	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
c241e4f8-9ce9-4aa1-80e5-92bb6a4a76c4	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
76c54f2d-e686-4083-a7c6-245e0b28b0c2	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b5bd8f39-d37b-4be8-a7f1-48d99c1761f0	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
2744d351-2db3-46c7-8b96-4df71dcbcea1	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
cf894bc0-1d52-467b-b1c2-730405648903	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
bf96e8fe-d9bb-4bbd-9fad-7d7eddee4590	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
91b63118-7f8d-4795-ab93-e221fb7e8e5a	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
0a12da50-424b-45d9-bfe7-500b86734b78	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
0e7dcb1e-e70f-49ae-97b4-567b0282f960	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
aecb63ee-1403-41f9-a3c9-3c277d11fc96	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b1dc844f-b08e-4169-a96f-acb9ce7b0fa5	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
82587b5b-f2ba-4840-9c5b-c97bc3ef838c	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
91267f58-8028-4330-8eb1-82d7edc3fe9b	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
c107a84b-7419-40a2-ba03-26b80f5f014d	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
fdeee951-cb31-4e28-842d-94afe3caa10d	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
f6bf0487-2f2a-4e27-a432-540d726c87bd	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
5a0bc59f-41b8-48ac-96ce-882c6e72022a	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
f56939f7-792e-406a-bb06-b573c2457c68	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
d5d5805c-fe0e-4fe6-9235-bd6976a7de15	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
25e73e40-6f52-4e73-8dfc-430d0a9c6a69	Loja MEO	mobile_phone_store	promoted:store/phone_repair/phone (category: mobile_phone_store)	promoted:store/phone_repair/phone (brand: store/phone)
83e80a0d-910b-42b0-ba41-bb9112a61f47	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
0902b580-0b99-47aa-be20-998f8b2fbf3c	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
47fad44d-aa14-44ae-aadd-0ec3054c48cf	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
7da12468-da53-4f1a-a8c8-a28139c441b3	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
6b12729f-3112-4c76-b3a7-15f0589e4c27	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
84676574-19e8-4da2-9ca4-ed5c491b79d1	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
00f915f0-8e88-4c0c-9245-d40422833ecf	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
6cadbf54-12c5-4af2-9c2a-31774ac03a49	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
dce55fc7-1d8f-4b82-a015-e7a11b0d243b	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
0b6be03f-efd6-45d3-9966-d886c069fffe	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
f422a315-3ec4-4e69-96f1-861c60d4ffc6	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
ae111a9d-37de-4eec-942d-ccbacc930daf	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b10efaa0-4157-4d14-9557-c2c93214c4fd	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
957939ff-a9d4-4758-9fe3-d22241a94608	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
c7383af6-37d5-43c4-b8b8-b8dd4d5687b1	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b31d01c3-effd-4358-b94a-ee401f761614	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
e680e15d-69c6-4ba4-88d7-6ee9f8135e50	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
6c4b5c08-dd6f-4066-8c41-28139bfaffc3	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
31524701-15a3-4837-8259-65b767cadb43	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
05665b5c-0ffc-4bda-8dac-978ee08ecb7e	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
f35b0715-068e-46eb-b2da-59498f7b0385	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
14cb1cda-6b0f-4c4d-88e2-02a24bf473c7	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
7539553e-c5c6-41f2-aef4-62d2f0db2f1a	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b2d8e8ef-65cd-494d-a309-5087dbc1efbf	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
012fcd21-6a40-4226-a1a2-b947114ba8ad	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
bac2c902-548e-42b1-8df7-ae583d1d81be	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
b89fe7f8-b42f-4461-8e53-23fdda5f513a	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
7e89a1d3-217e-4d76-8263-b2fbe7ad518f	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
97f025be-2d5a-464a-865e-ed96387e73dd	Loja MEO	electronics	promoted:store/electronics (category: electronics)	promoted:store/phone (brand: store/phone)
